DATE,pred,ci_lower,ci_upper,pred_acc,pred_vel,country,ISO,npi_stringency_index,tests_new_per_thousand,stats_population_density,stats_population_urban,country_name,infections_var,risk_index,latitude,longitude
2020-06-24,59.67802796119886,0.0,176.1827526177586,0.35898027043348385,2.6492360187682213,belgium,BEL,50.0,,375.564,3081719.0,Belgium,-5.586873395730699,-3.552124037438419,50.6402809,4.6667145
2020-06-25,62.975100373614985,0.0,178.46333926356192,0.46446476013259735,4.220911444671591,belgium,BEL,50.0,,375.564,3081719.0,Belgium,3.297072412416128,1.7782434474496767,50.6402809,4.6667145
2020-06-26,71.94243904740839,0.0,188.14089497516883,0.217275272286806,1.659679019907376,belgium,BEL,50.0,,375.564,3081719.0,Belgium,8.9673386737934,5.18040320427604,50.6402809,4.6667145
2020-06-27,83.7948919639043,0.0,201.33882722898434,-0.04306649593307183,-3.262528806274351,belgium,BEL,50.0,,375.564,3081719.0,Belgium,11.85245291649592,6.911471749897552,50.6402809,4.6667145
2020-06-27,0.0,0.0,0.0,,,belgium,BEL,50.0,,375.564,3081719.0,Belgium,-83.7948919639043,-50.476935178342586,50.6402809,4.6667145
2020-06-28,15.57154045257833,0.0,62.032827178743986,,,belgium,,50.0,,,,,15.57154045257833,9.142924271546997,50.6402809,4.6667145
2020-06-29,18.149319255611598,0.0,75.40165837832637,,,belgium,,50.0,,,,,2.5777788030332687,1.3466672818199612,50.6402809,4.6667145
2020-06-30,17.36709995587514,0.0,87.25405755609012,,,belgium,,50.0,,,,,-0.7822192997364574,-0.6693315798418744,50.6402809,4.6667145
2020-07-01,15.153147779109739,0.0,99.53778656118808,,,belgium,,50.0,,,,,-2.2139521767654013,-1.5283713060592408,50.6402809,4.6667145
2020-07-02,12.627623149258115,0.0,113.43492761263265,,,belgium,,50.0,,,,,-2.525524629851624,-1.7153147779109743,50.6402809,4.6667145
2020-07-03,12.627623149258115,0.0,131.85470348459629,,,belgium,,50.0,,,,,0.0,-0.2,50.6402809,4.6667145
